example_id                                                                                                                                 | status  | run_time        |
------------------------------------------------------------------------------------------------------------------------------------------ | ------- | --------------- |
./spec/components/attachment/attachment_row_component_spec.rb[1:1]                                                                         | passed  | 0.10918 seconds |
./spec/components/attachment/attachment_row_component_spec.rb[1:2]                                                                         | passed  | 0.06233 seconds |
./spec/components/attachment/attachment_row_component_spec.rb[1:3:1]                                                                       | passed  | 0.07304 seconds |
./spec/components/attachment/attachment_row_component_spec.rb[1:4:1:1]                                                                     | passed  | 0.04873 seconds |
./spec/components/attachment/attachment_row_component_spec.rb[1:4:2:1]                                                                     | passed  | 0.05397 seconds |
./spec/components/attachment/attachment_row_component_spec.rb[1:5:1:1]                                                                     | passed  | 0.05587 seconds |
./spec/components/attachment/attachment_row_component_spec.rb[1:6:1]                                                                       | passed  | 0.08172 seconds |
./spec/components/attachment/attachment_row_component_spec.rb[1:7:1:1]                                                                     | passed  | 0.07663 seconds |
./spec/components/attachment/attachment_row_component_spec.rb[1:7:2:1]                                                                     | passed  | 0.07748 seconds |
./spec/components/attachment/attachment_row_component_spec.rb[1:7:3:1]                                                                     | passed  | 0.05799 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:1:1:1]                                                                      | passed  | 0.07382 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:1:2:1]                                                                      | passed  | 0.08374 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:1:2:2:1]                                                                    | passed  | 0.08237 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:1:3:1]                                                                      | passed  | 0.05707 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:1:4:1]                                                                      | passed  | 0.07393 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:1:5:1]                                                                      | passed  | 0.06979 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:2:1:1]                                                                      | passed  | 0.2359 seconds  |
./spec/components/dossiers/batch_operation_component_spec.rb[1:2:2:1]                                                                      | passed  | 0.21082 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:2:3:1:1]                                                                    | passed  | 0.21081 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:2:3:2:1]                                                                    | passed  | 0.22805 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:2:3:3:1]                                                                    | passed  | 0.22204 seconds |
./spec/components/dossiers/batch_operation_component_spec.rb[1:2:3:4:1]                                                                    | passed  | 0.24801 seconds |
./spec/components/dossiers/edit_footer_component_spec.rb[1:1:1:1]                                                                          | passed  | 0.15478 seconds |
./spec/components/dossiers/edit_footer_component_spec.rb[1:1:2:1]                                                                          | passed  | 0.17562 seconds |
./spec/components/dossiers/edit_footer_component_spec.rb[1:1:3:1]                                                                          | passed  | 0.16259 seconds |
./spec/components/dossiers/edit_footer_component_spec.rb[1:2:1:1]                                                                          | passed  | 0.31061 seconds |
./spec/components/dossiers/edit_footer_component_spec.rb[1:2:2:1]                                                                          | passed  | 0.16022 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:1:1]                                                                 | passed  | 0.09874 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:1:1]                                                               | passed  | 0.10792 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:1:2]                                                               | passed  | 0.1432 seconds  |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:1:3:1]                                                             | passed  | 0.11465 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:2:1]                                                               | passed  | 0.20211 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:3:1:1]                                                             | passed  | 0.10734 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:3:2:1]                                                             | passed  | 0.09532 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:3:3:1]                                                             | passed  | 0.1151 seconds  |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:4:1]                                                               | passed  | 0.13988 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:5:1]                                                               | passed  | 0.09735 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:6:1]                                                               | passed  | 0.12033 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:7:1:1]                                                             | passed  | 0.15675 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:7:2:1]                                                             | passed  | 0.14167 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:8:1]                                                               | passed  | 0.12167 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:9:1]                                                               | passed  | 0.10246 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:10:1:1]                                                            | passed  | 0.10676 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:10:2:1]                                                            | passed  | 0.23329 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:11:1:1]                                                            | passed  | 0.14396 seconds |
./spec/components/dossiers/errors_full_messages_component_spec.rb[1:1:2:11:2:1]                                                            | passed  | 0.12099 seconds |
./spec/components/dossiers/user_search_component_spec.rb[1:1]                                                                              | passed  | 0.00563 seconds |
./spec/components/dossiers/user_search_component_spec.rb[1:2]                                                                              | passed  | 0.00468 seconds |
./spec/components/dossiers/user_search_component_spec.rb[1:3]                                                                              | passed  | 0.00305 seconds |
./spec/components/dossiers/user_search_component_spec.rb[1:4:1]                                                                            | passed  | 0.00302 seconds |
./spec/components/dossiers/user_search_component_spec.rb[1:5:1]                                                                            | passed  | 0.00789 seconds |
./spec/components/dossiers/user_search_component_spec.rb[1:6]                                                                              | passed  | 0.00498 seconds |
./spec/components/dossiers/user_search_component_spec.rb[1:7:1]                                                                            | passed  | 0.0042 seconds  |
./spec/components/dossiers/user_search_component_spec.rb[1:8:1]                                                                            | passed  | 0.00545 seconds |
./spec/components/dossiers/user_search_component_spec.rb[1:8:2]                                                                            | passed  | 0.00635 seconds |
./spec/components/dsfr/input_status_message_component_spec.rb[1:1:1:1]                                                                     | passed  | 0.10252 seconds |
./spec/components/dsfr/input_status_message_component_spec.rb[1:1:2:1]                                                                     | passed  | 0.13957 seconds |
./spec/components/dsfr/input_status_message_component_spec.rb[1:2:1:1]                                                                     | passed  | 0.09395 seconds |
./spec/components/dsfr/input_status_message_component_spec.rb[1:2:2:1]                                                                     | passed  | 0.10182 seconds |
